circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
140 chr16:7653815|7709131	chr16	7653815	7709131	9	6_2_5	85	0.175	exon	ENSG00000078328.20,	+	E00500:175:HHYKLCCXY:5:1112:12499:11119,E00500:175:HHYKLCCXY:5:1121:31193:60378,E00500:175:HHYKLCCXY:5:1204:20222:62329,E00500:175:HHYKLCCXY:5:1224:23003:33428,E00500:175:HHYKLCCXY:5:2201:12814:34975,E00500:175:HHYKLCCXY:5:2202:10632:67656,E00500:175:HHYKLCCXY:5:1123:9546:72596,E00500:175:HHYKLCCXY:5:1205:24160:45277,E00500:175:HHYKLCCXY:5:2116:11556:52414,
141 chr16:18841565|18845651	chr16	18841565	18845651	23	16_16_0	15	0.754	exon	ENSG00000157106.16,	-	E00500:175:HHYKLCCXY:5:1105:25063:22862,E00500:175:HHYKLCCXY:5:1110:27468:31881,E00500:175:HHYKLCCXY:5:1120:31771:6179,E00500:175:HHYKLCCXY:5:1120:17695:65371,E00500:175:HHYKLCCXY:5:1202:2777:48353,E00500:175:HHYKLCCXY:5:1206:11688:70047,E00500:175:HHYKLCCXY:5:1217:23602:40196,E00500:175:HHYKLCCXY:5:2101:17675:43079,E00500:175:HHYKLCCXY:5:2102:19613:56879,E00500:175:HHYKLCCXY:5:2102:4432:64439,E00500:175:HHYKLCCXY:5:2115:13575:34992,E00500:175:HHYKLCCXY:5:2116:19725:17694,E00500:175:HHYKLCCXY:5:2117:23480:25851,E00500:175:HHYKLCCXY:5:2118:26392:17711,E00500:175:HHYKLCCXY:5:2124:6593:61257,E00500:175:HHYKLCCXY:5:2202:30228:58427,E00500:175:HHYKLCCXY:5:2202:30513:61485,E00500:175:HHYKLCCXY:5:2204:28483:56071,E00500:175:HHYKLCCXY:5:2204:29853:56651,E00500:175:HHYKLCCXY:5:2206:18355:37225,E00500:175:HHYKLCCXY:5:2217:5649:53047,E00500:175:HHYKLCCXY:5:1215:11667:63366,E00500:175:HHYKLCCXY:5:2207:15412:72033,
142 chr16:25140171|25151615	chr16	25140171	25151615	9	5_1_6	0	1	exon	ENSG00000205629.11,	+	E00500:175:HHYKLCCXY:5:1110:2148:66179,E00500:175:HHYKLCCXY:5:2105:27306:68693,E00500:175:HHYKLCCXY:5:2106:4767:25569,E00500:175:HHYKLCCXY:5:2110:5842:69730,E00500:175:HHYKLCCXY:5:2110:7121:71207,E00500:175:HHYKLCCXY:5:2113:18903:68869,E00500:175:HHYKLCCXY:5:2116:10855:65687,E00500:175:HHYKLCCXY:5:2211:29295:63736,E00500:175:HHYKLCCXY:5:2218:24271:54049,
143 chr16:30707183|30707712	chr16	30707183	30707712	2	1_2_0	7	0.364	exon	ENSG00000080603.16,ENSG00000282034.1,	+	E00500:175:HHYKLCCXY:5:2211:13190:52994,E00500:175:HHYKLCCXY:5:1110:17726:72631,
144 chr16:50287912|50288350	chr16	50287912	50288350	8	6_5_0	8	0.667	exon	ENSG00000121281.12,	+	E00500:175:HHYKLCCXY:5:1117:25631:27292,E00500:175:HHYKLCCXY:5:1123:2250:2786,E00500:175:HHYKLCCXY:5:1216:25246:17975,E00500:175:HHYKLCCXY:5:2109:20943:40583,E00500:175:HHYKLCCXY:5:2115:22090:61661,E00500:175:HHYKLCCXY:5:2209:20121:72491,E00500:175:HHYKLCCXY:5:2208:14661:21930,E00500:175:HHYKLCCXY:5:2208:15859:23091,
145 chr16:66437595|66442176	chr16	66437595	66442176	6	2_2_0	1	0.923	intron	ENSG00000166546.13,	+	E00500:175:HHYKLCCXY:5:1111:6553:14529,E00500:175:HHYKLCCXY:5:1208:30208:28365,E00500:175:HHYKLCCXY:5:1214:25773:17799,E00500:175:HHYKLCCXY:5:2111:16731:57372,E00500:175:HHYKLCCXY:5:2116:27326:11066,E00500:175:HHYKLCCXY:5:2208:29609:27609,
146 chr16:68266593|68273904	chr16	68266593	68273904	3	1_1_1	85	0.066	exon	ENSG00000103064.13,	+	E00500:175:HHYKLCCXY:5:1102:5497:13193,E00500:175:HHYKLCCXY:5:1123:31507:34904,E00500:175:HHYKLCCXY:5:2205:21653:58092,
147 chr16:70371372|70372777	chr16	70371372	70372777	2	2_2_0	1	0.800	exon	ENSG00000168872.16,	+	E00500:175:HHYKLCCXY:5:1208:27042:28787,E00500:175:HHYKLCCXY:5:2219:7212:11312,
148 chr16:74459682|74472411	chr16	74459682	74472411	4	1_0_2	11	0.421	exon	ENSG00000090863.11,	-	E00500:175:HHYKLCCXY:5:2118:2960:71278,E00500:175:HHYKLCCXY:5:2120:18751:6442,E00500:175:HHYKLCCXY:5:2120:18720:6495,E00500:175:HHYKLCCXY:5:2120:18325:6653,
149 chr16:81851941|81854587	chr16	81851941	81854587	4	2_2_0	2	0.800	intron	ENSG00000197943.9,	+	E00500:175:HHYKLCCXY:5:1213:6725:9624,E00500:175:HHYKLCCXY:5:1213:31274:68113,E00500:175:HHYKLCCXY:5:1219:7496:55684,E00500:175:HHYKLCCXY:5:2223:18122:6302,
150 chr16:87360295|87367945	chr16	87360295	87367945	2	2_2_0	15	0.211	exon	ENSG00000103264.17,	-	E00500:175:HHYKLCCXY:5:1104:24434:3067,E00500:175:HHYKLCCXY:5:1213:2270:70609,
151 chr16:89220997|89225631	chr16	89220997	89225631	4	3_2_2	4	0.667	exon	ENSG00000170100.13,	+	E00500:175:HHYKLCCXY:5:1201:16133:56053,E00500:175:HHYKLCCXY:5:2204:13017:25657,E00500:175:HHYKLCCXY:5:2215:10937:28769,E00500:175:HHYKLCCXY:5:1215:23663:20295,
152 chr17:1548296|1553149	chr17	1548296	1553149	9	4_6_2	9	0.667	exon	ENSG00000174238.14,	-	E00500:175:HHYKLCCXY:5:1113:18477:8499,E00500:175:HHYKLCCXY:5:1224:11393:2311,E00500:175:HHYKLCCXY:5:1224:11546:2504,E00500:175:HHYKLCCXY:5:2117:20923:51834,E00500:175:HHYKLCCXY:5:1102:8937:3436,E00500:175:HHYKLCCXY:5:1116:15605:29015,E00500:175:HHYKLCCXY:5:1123:21176:48336,E00500:175:HHYKLCCXY:5:1212:18254:21649,E00500:175:HHYKLCCXY:5:1215:31101:40143,
153 chr17:4282798|4289408	chr17	4282798	4289408	15	8_9_1	204	0.128	exon	ENSG00000132388.12,	-	E00500:175:HHYKLCCXY:5:1101:12631:62224,E00500:175:HHYKLCCXY:5:1103:5193:16498,E00500:175:HHYKLCCXY:5:1119:16498:12982,E00500:175:HHYKLCCXY:5:1203:22749:55561,E00500:175:HHYKLCCXY:5:1204:10795:49619,E00500:175:HHYKLCCXY:5:1207:9333:14600,E00500:175:HHYKLCCXY:5:2104:23845:26097,E00500:175:HHYKLCCXY:5:2108:30573:69854,E00500:175:HHYKLCCXY:5:2117:17756:28066,E00500:175:HHYKLCCXY:5:2215:26697:3225,E00500:175:HHYKLCCXY:5:2217:12702:49373,E00500:175:HHYKLCCXY:5:1116:17300:40038,E00500:175:HHYKLCCXY:5:1223:29072:35678,E00500:175:HHYKLCCXY:5:2101:6603:29666,E00500:175:HHYKLCCXY:5:2101:6644:30088,
154 chr17:6589779|6600458	chr17	6589779	6600458	15	9_5_4	6	0.833	exon	ENSG00000198920.9,	-	E00500:175:HHYKLCCXY:5:1101:15290:52098,E00500:175:HHYKLCCXY:5:1103:12165:31318,E00500:175:HHYKLCCXY:5:1103:12276:32672,E00500:175:HHYKLCCXY:5:1103:3254:53434,E00500:175:HHYKLCCXY:5:1118:13098:27732,E00500:175:HHYKLCCXY:5:1119:15209:18590,E00500:175:HHYKLCCXY:5:1121:18832:42868,E00500:175:HHYKLCCXY:5:1201:11789:18643,E00500:175:HHYKLCCXY:5:1202:25022:25429,E00500:175:HHYKLCCXY:5:2107:13514:62206,E00500:175:HHYKLCCXY:5:2112:29021:3559,E00500:175:HHYKLCCXY:5:2115:19370:52098,E00500:175:HHYKLCCXY:5:2210:8156:69977,E00500:175:HHYKLCCXY:5:2108:14935:48881,E00500:175:HHYKLCCXY:5:2111:12083:44960,
155 chr17:15631619|15632674	chr17	15631619	15632674	6	3_5_1	13	0.480	exon	ENSG00000221926.11,ENSG00000251537.4,	-	E00500:175:HHYKLCCXY:5:1218:25784:8429,E00500:175:HHYKLCCXY:5:1222:12804:23600,E00500:175:HHYKLCCXY:5:2104:25824:49250,E00500:175:HHYKLCCXY:5:2212:28584:47773,E00500:175:HHYKLCCXY:5:1223:7557:61134,E00500:175:HHYKLCCXY:5:2218:23622:8868,
156 chr17:18918290|18928957	chr17	18918290	18928957	2	2_2_0	2	0.667	intron	ENSG00000141127.14,	+	E00500:175:HHYKLCCXY:5:1202:12378:44591,E00500:175:HHYKLCCXY:5:1212:15371:49109,
157 chr17:28122603|28132809	chr17	28122603	28132809	4	3_3_0	3	0.727	intron	ENSG00000087095.12,	+	E00500:175:HHYKLCCXY:5:1105:26737:27240,E00500:175:HHYKLCCXY:5:1123:2828:54313,E00500:175:HHYKLCCXY:5:2108:10429:3278,E00500:175:HHYKLCCXY:5:2209:12337:52291,
158 chr17:30607552|30610942	chr17	30607552	30610942	50	19_12_23	8	0.926	exon	ENSG00000214719.11,	+	E00500:175:HHYKLCCXY:5:1107:14448:36258,E00500:175:HHYKLCCXY:5:1109:13119:32408,E00500:175:HHYKLCCXY:5:1110:6482:25130,E00500:175:HHYKLCCXY:5:1110:6218:35221,E00500:175:HHYKLCCXY:5:1112:9262:62997,E00500:175:HHYKLCCXY:5:1113:6898:47474,E00500:175:HHYKLCCXY:5:1120:27803:63331,E00500:175:HHYKLCCXY:5:1123:28909:40389,E00500:175:HHYKLCCXY:5:1124:13819:46490,E00500:175:HHYKLCCXY:5:1204:6126:59780,E00500:175:HHYKLCCXY:5:1205:30898:72385,E00500:175:HHYKLCCXY:5:1208:28361:37612,E00500:175:HHYKLCCXY:5:1211:7253:60817,E00500:175:HHYKLCCXY:5:1212:14752:62909,E00500:175:HHYKLCCXY:5:1214:4279:44943,E00500:175:HHYKLCCXY:5:1214:4787:45365,E00500:175:HHYKLCCXY:5:1215:22962:48582,E00500:175:HHYKLCCXY:5:1215:11830:70328,E00500:175:HHYKLCCXY:5:1215:12357:70434,E00500:175:HHYKLCCXY:5:1216:20557:10837,E00500:175:HHYKLCCXY:5:2102:28696:35942,E00500:175:HHYKLCCXY:5:2109:15625:46525,E00500:175:HHYKLCCXY:5:2115:14905:24462,E00500:175:HHYKLCCXY:5:2117:19664:22686,E00500:175:HHYKLCCXY:5:2201:11525:7462,E00500:175:HHYKLCCXY:5:2202:12094:33023,E00500:175:HHYKLCCXY:5:2204:15290:40671,E00500:175:HHYKLCCXY:5:2205:16082:31916,E00500:175:HHYKLCCXY:5:2207:21501:4632,E00500:175:HHYKLCCXY:5:2210:3965:17711,E00500:175:HHYKLCCXY:5:2215:23520:19874,E00500:175:HHYKLCCXY:5:2217:13007:62523,E00500:175:HHYKLCCXY:5:2218:18101:7603,E00500:175:HHYKLCCXY:5:2218:18142:7743,E00500:175:HHYKLCCXY:5:2219:5467:39757,E00500:175:HHYKLCCXY:5:2219:5507:40319,E00500:175:HHYKLCCXY:5:2219:7953:66777,E00500:175:HHYKLCCXY:5:1110:28310:41497,E00500:175:HHYKLCCXY:5:1110:28544:41585,E00500:175:HHYKLCCXY:5:1112:7699:53574,E00500:175:HHYKLCCXY:5:1120:9069:11365,E00500:175:HHYKLCCXY:5:1202:29386:40688,E00500:175:HHYKLCCXY:5:1203:13819:11857,E00500:175:HHYKLCCXY:5:1208:7659:45874,E00500:175:HHYKLCCXY:5:2102:15514:31318,E00500:175:HHYKLCCXY:5:2108:16062:42640,E00500:175:HHYKLCCXY:5:2210:26616:60712,E00500:175:HHYKLCCXY:5:2218:3995:24058,E00500:175:HHYKLCCXY:5:2220:12976:35854,E00500:175:HHYKLCCXY:5:2220:13037:36030,
159 chr17:39424627|39427790	chr17	39424627	39427790	4	3_4_1	13	0.381	exon	ENSG00000125686.11,	-	E00500:175:HHYKLCCXY:5:1106:26382:69977,E00500:175:HHYKLCCXY:5:1203:26514:70943,E00500:175:HHYKLCCXY:5:1213:22150:7796,E00500:175:HHYKLCCXY:5:2220:30695:29490,
160 chr17:43090944|43095922	chr17	43090944	43095922	4	0_2_1	0	1	exon	ENSG00000012048.20,	-	E00500:175:HHYKLCCXY:5:1116:16934:73088,E00500:175:HHYKLCCXY:5:1221:30107:53961,E00500:175:HHYKLCCXY:5:2117:17766:6565,E00500:175:HHYKLCCXY:5:1218:22100:31301,
161 chr17:47663089|47668410	chr17	47663089	47668410	51	20_34_14	80	0.560	exon	ENSG00000108424.9,	+	E00500:175:HHYKLCCXY:5:1104:22150:57090,E00500:175:HHYKLCCXY:5:1104:21897:57811,E00500:175:HHYKLCCXY:5:1107:12885:34535,E00500:175:HHYKLCCXY:5:1110:28006:47158,E00500:175:HHYKLCCXY:5:1117:7527:54823,E00500:175:HHYKLCCXY:5:1118:23389:8464,E00500:175:HHYKLCCXY:5:1201:3325:73071,E00500:175:HHYKLCCXY:5:1203:14803:19680,E00500:175:HHYKLCCXY:5:1205:2260:37436,E00500:175:HHYKLCCXY:5:1206:20415:67691,E00500:175:HHYKLCCXY:5:1207:14834:42939,E00500:175:HHYKLCCXY:5:1207:26940:50445,E00500:175:HHYKLCCXY:5:1208:19735:25657,E00500:175:HHYKLCCXY:5:1209:17756:13017,E00500:175:HHYKLCCXY:5:1209:26626:27011,E00500:175:HHYKLCCXY:5:1210:3518:20208,E00500:175:HHYKLCCXY:5:1212:6908:30052,E00500:175:HHYKLCCXY:5:1215:5660:36680,E00500:175:HHYKLCCXY:5:1222:24677:35238,E00500:175:HHYKLCCXY:5:1222:10247:35801,E00500:175:HHYKLCCXY:5:1223:7131:45558,E00500:175:HHYKLCCXY:5:1223:13859:65265,E00500:175:HHYKLCCXY:5:2101:16122:65634,E00500:175:HHYKLCCXY:5:2103:14702:70205,E00500:175:HHYKLCCXY:5:2105:31253:66039,E00500:175:HHYKLCCXY:5:2107:32451:20049,E00500:175:HHYKLCCXY:5:2107:4371:31494,E00500:175:HHYKLCCXY:5:2113:30056:27679,E00500:175:HHYKLCCXY:5:2116:3559:67568,E00500:175:HHYKLCCXY:5:2117:15585:31758,E00500:175:HHYKLCCXY:5:2117:15493:62997,E00500:175:HHYKLCCXY:5:2119:12956:23302,E00500:175:HHYKLCCXY:5:2121:28047:19030,E00500:175:HHYKLCCXY:5:2122:9902:59886,E00500:175:HHYKLCCXY:5:2124:13088:26835,E00500:175:HHYKLCCXY:5:2202:30482:37418,E00500:175:HHYKLCCXY:5:2202:26971:50779,E00500:175:HHYKLCCXY:5:2203:22790:11400,E00500:175:HHYKLCCXY:5:2203:30502:36961,E00500:175:HHYKLCCXY:5:2203:30614:37084,E00500:175:HHYKLCCXY:5:2207:22069:30896,E00500:175:HHYKLCCXY:5:2209:28168:30668,E00500:175:HHYKLCCXY:5:2211:4229:14336,E00500:175:HHYKLCCXY:5:2213:5233:56721,E00500:175:HHYKLCCXY:5:2214:2544:56598,E00500:175:HHYKLCCXY:5:2216:20405:45804,E00500:175:HHYKLCCXY:5:2216:6492:60659,E00500:175:HHYKLCCXY:5:2221:17421:36205,E00500:175:HHYKLCCXY:5:2221:29193:60466,E00500:175:HHYKLCCXY:5:2223:15229:47457,E00500:175:HHYKLCCXY:5:2224:3315:8429,
162 chr17:55031168|55043325	chr17	55031168	55043325	2	1_1_2	7	0.364	exon	ENSG00000166263.13,	+	E00500:175:HHYKLCCXY:5:1102:3671:58725,E00500:175:HHYKLCCXY:5:2211:27904:30597,
163 chr17:60494466|60500487	chr17	60494466	60500487	21	12_7_2	4	0.913	exon	ENSG00000062725.9,	-	E00500:175:HHYKLCCXY:5:1117:15351:6917,E00500:175:HHYKLCCXY:5:1117:14194:6952,E00500:175:HHYKLCCXY:5:1119:26636:37999,E00500:175:HHYKLCCXY:5:1119:26971:38122,E00500:175:HHYKLCCXY:5:1119:26849:38368,E00500:175:HHYKLCCXY:5:1120:27285:2311,E00500:175:HHYKLCCXY:5:2104:4168:71365,E00500:175:HHYKLCCXY:5:2107:6137:7198,E00500:175:HHYKLCCXY:5:2112:7902:21895,E00500:175:HHYKLCCXY:5:2112:3102:23425,E00500:175:HHYKLCCXY:5:2123:25083:56229,E00500:175:HHYKLCCXY:5:2205:8765:67515,E00500:175:HHYKLCCXY:5:2213:21085:35027,E00500:175:HHYKLCCXY:5:2215:3528:37629,E00500:175:HHYKLCCXY:5:2216:14671:5352,E00500:175:HHYKLCCXY:5:2220:5233:62206,E00500:175:HHYKLCCXY:5:2224:20933:9132,E00500:175:HHYKLCCXY:5:1117:31994:53785,E00500:175:HHYKLCCXY:5:1211:29823:41690,E00500:175:HHYKLCCXY:5:2113:2240:33990,E00500:175:HHYKLCCXY:5:2205:19542:12947,
164 chr17:63764016|63764847	chr17	63764016	63764847	13	8_5_2	17	0.605	exon	ENSG00000108588.13,	-	E00500:175:HHYKLCCXY:5:1218:6411:26378,E00500:175:HHYKLCCXY:5:1219:20395:67058,E00500:175:HHYKLCCXY:5:2103:31862:72614,E00500:175:HHYKLCCXY:5:2105:26545:26554,E00500:175:HHYKLCCXY:5:2109:28980:35520,E00500:175:HHYKLCCXY:5:2113:8826:3735,E00500:175:HHYKLCCXY:5:2118:27204:32865,E00500:175:HHYKLCCXY:5:2118:27986:33516,E00500:175:HHYKLCCXY:5:2202:8308:72983,E00500:175:HHYKLCCXY:5:2207:10115:3366,E00500:175:HHYKLCCXY:5:2224:25753:5845,E00500:175:HHYKLCCXY:5:2224:26007:6108,E00500:175:HHYKLCCXY:5:2218:11759:36803,
165 chr17:68368548|68370524	chr17	68368548	68370524	4	2_2_0	2	0.800	exon	ENSG00000141337.12,	+	E00500:175:HHYKLCCXY:5:1213:6624:27029,E00500:175:HHYKLCCXY:5:2114:31649:30967,E00500:175:HHYKLCCXY:5:2123:15108:69467,E00500:175:HHYKLCCXY:5:2203:29863:12718,
166 chr17:76767386|76776541	chr17	76767386	76776541	9	5_7_2	12	0.600	exon	ENSG00000092931.11,	+	E00500:175:HHYKLCCXY:5:1106:30066:16234,E00500:175:HHYKLCCXY:5:1205:18619:48406,E00500:175:HHYKLCCXY:5:1214:8389:5054,E00500:175:HHYKLCCXY:5:1217:18000:61890,E00500:175:HHYKLCCXY:5:1223:19776:49953,E00500:175:HHYKLCCXY:5:2119:18710:41286,E00500:175:HHYKLCCXY:5:2213:26961:32092,E00500:175:HHYKLCCXY:5:2221:18568:39282,E00500:175:HHYKLCCXY:5:2223:22333:57548,
167 chr17:80619627|80643810	chr17	80619627	80643810	4	3_2_3	6	0.571	intron	ENSG00000141564.13,	+	E00500:175:HHYKLCCXY:5:1202:28503:20102,E00500:175:HHYKLCCXY:5:1220:26392:45101,E00500:175:HHYKLCCXY:5:2124:12276:66355,E00500:175:HHYKLCCXY:5:2209:30371:49531,
168 chr17:81694924|81695999	chr17	81694924	81695999	3	2_1_0	39	0.133	exon	ENSG00000185359.12,	+	E00500:175:HHYKLCCXY:5:1120:28493:50357,E00500:175:HHYKLCCXY:5:2102:8653:28540,E00500:175:HHYKLCCXY:5:2102:8714:28787,
169 chr17:82884145|82900731	chr17	82884145	82900731	77	23_18_51	392	0.282	exon	ENSG00000141556.20,	+	E00500:175:HHYKLCCXY:5:1103:26139:28804,E00500:175:HHYKLCCXY:5:1103:25012:41198,E00500:175:HHYKLCCXY:5:1106:25225:62136,E00500:175:HHYKLCCXY:5:1106:30056:62206,E00500:175:HHYKLCCXY:5:1106:4736:73194,E00500:175:HHYKLCCXY:5:1108:27123:12683,E00500:175:HHYKLCCXY:5:1108:3742:50234,E00500:175:HHYKLCCXY:5:1111:31213:6548,E00500:175:HHYKLCCXY:5:1111:3305:12279,E00500:175:HHYKLCCXY:5:1111:19350:41479,E00500:175:HHYKLCCXY:5:1112:25682:69889,E00500:175:HHYKLCCXY:5:1113:31274:50392,E00500:175:HHYKLCCXY:5:1114:12834:40565,E00500:175:HHYKLCCXY:5:1114:10744:62716,E00500:175:HHYKLCCXY:5:1116:17594:22511,E00500:175:HHYKLCCXY:5:1116:6644:71260,E00500:175:HHYKLCCXY:5:1118:29630:39141,E00500:175:HHYKLCCXY:5:1203:17330:5036,E00500:175:HHYKLCCXY:5:1203:16762:15514,E00500:175:HHYKLCCXY:5:1203:3001:58163,E00500:175:HHYKLCCXY:5:1204:28808:14969,E00500:175:HHYKLCCXY:5:1209:14864:66584,E00500:175:HHYKLCCXY:5:1209:17249:67515,E00500:175:HHYKLCCXY:5:1211:25276:67533,E00500:175:HHYKLCCXY:5:1213:6837:56088,E00500:175:HHYKLCCXY:5:1215:10115:33076,E00500:175:HHYKLCCXY:5:1217:28148:9888,E00500:175:HHYKLCCXY:5:1221:27356:18467,E00500:175:HHYKLCCXY:5:1222:24089:6091,E00500:175:HHYKLCCXY:5:1224:17675:59253,E00500:175:HHYKLCCXY:5:2102:6745:17922,E00500:175:HHYKLCCXY:5:2102:31659:63718,E00500:175:HHYKLCCXY:5:2103:15808:19768,E00500:175:HHYKLCCXY:5:2106:32552:33551,E00500:175:HHYKLCCXY:5:2106:8775:50340,E00500:175:HHYKLCCXY:5:2107:29528:48353,E00500:175:HHYKLCCXY:5:2113:31000:72174,E00500:175:HHYKLCCXY:5:2114:4330:46894,E00500:175:HHYKLCCXY:5:2116:17797:22475,E00500:175:HHYKLCCXY:5:2116:17807:22493,E00500:175:HHYKLCCXY:5:2120:20923:45154,E00500:175:HHYKLCCXY:5:2123:22242:15760,E00500:175:HHYKLCCXY:5:2124:30929:55877,E00500:175:HHYKLCCXY:5:2201:24779:42587,E00500:175:HHYKLCCXY:5:2202:21826:34940,E00500:175:HHYKLCCXY:5:2205:31761:59921,E00500:175:HHYKLCCXY:5:2207:29011:6249,E00500:175:HHYKLCCXY:5:2211:22191:68517,E00500:175:HHYKLCCXY:5:2212:9110:38227,E00500:175:HHYKLCCXY:5:2213:23805:53592,E00500:175:HHYKLCCXY:5:2214:5578:35449,E00500:175:HHYKLCCXY:5:2214:6685:36592,E00500:175:HHYKLCCXY:5:2215:21227:27152,E00500:175:HHYKLCCXY:5:2215:7537:49285,E00500:175:HHYKLCCXY:5:2217:24830:63208,E00500:175:HHYKLCCXY:5:2222:12773:19926,E00500:175:HHYKLCCXY:5:2222:12449:20278,E00500:175:HHYKLCCXY:5:2223:14905:45663,E00500:175:HHYKLCCXY:5:2224:24992:9976,E00500:175:HHYKLCCXY:5:2224:25114:10257,E00500:175:HHYKLCCXY:5:1103:13839:2821,E00500:175:HHYKLCCXY:5:1105:25986:64087,E00500:175:HHYKLCCXY:5:1118:11596:68060,E00500:175:HHYKLCCXY:5:1118:11667:68148,E00500:175:HHYKLCCXY:5:1120:4259:57284,E00500:175:HHYKLCCXY:5:1211:24403:45628,E00500:175:HHYKLCCXY:5:1212:32491:61714,E00500:175:HHYKLCCXY:5:1222:6624:48265,E00500:175:HHYKLCCXY:5:1223:27519:9150,E00500:175:HHYKLCCXY:5:1224:21755:27152,E00500:175:HHYKLCCXY:5:2105:16112:38754,E00500:175:HHYKLCCXY:5:2121:5304:21966,E00500:175:HHYKLCCXY:5:2201:16234:51307,E00500:175:HHYKLCCXY:5:2204:3640:70170,E00500:175:HHYKLCCXY:5:2212:15128:18977,E00500:175:HHYKLCCXY:5:2217:26108:60993,E00500:175:HHYKLCCXY:5:2224:16579:50603,
170 chr18:8624938|8638416	chr18	8624938	8638416	4	0_4_4	2	0.800	exon	ENSG00000206418.3,	+	E00500:175:HHYKLCCXY:5:1104:31061:22387,E00500:175:HHYKLCCXY:5:1108:9699:45540,E00500:175:HHYKLCCXY:5:1108:17584:54735,E00500:175:HHYKLCCXY:5:1220:19553:18520,
171 chr18:12718517|12720683	chr18	12718517	12720683	5	4_4_0	6	0.625	exon	ENSG00000128789.20,	+	E00500:175:HHYKLCCXY:5:1106:23581:43853,E00500:175:HHYKLCCXY:5:1210:24241:29806,E00500:175:HHYKLCCXY:5:2120:6816:26976,E00500:175:HHYKLCCXY:5:2210:16356:52186,E00500:175:HHYKLCCXY:5:2222:10287:37489,
172 chr18:23252960|23253936	chr18	23252960	23253936	5	1_2_2	13	0.435	exon	ENSG00000134508.12,	+	E00500:175:HHYKLCCXY:5:1102:14712:68887,E00500:175:HHYKLCCXY:5:1209:31446:12191,E00500:175:HHYKLCCXY:5:2218:7649:56264,E00500:175:HHYKLCCXY:5:1111:8806:65230,E00500:175:HHYKLCCXY:5:1220:8359:69449,
173 chr18:32111754|32129290	chr18	32111754	32129290	2	2_1_0	4	0.500	exon	ENSG00000134758.13,	+	E00500:175:HHYKLCCXY:5:1114:25195:21966,E00500:175:HHYKLCCXY:5:1109:1996:63279,
174 chr18:49257010|49258493	chr18	49257010	49258493	2	1_2_1	14	0.222	exon	ENSG00000141627.13,	-	E00500:175:HHYKLCCXY:5:1201:20202:69854,E00500:175:HHYKLCCXY:5:2218:5122:70838,
175 chr18:56731383|56758953	chr18	56731383	56758953	2	2_1_0	29	0.121	exon	ENSG00000091157.13,	+	E00500:175:HHYKLCCXY:5:2101:19319:10240,E00500:175:HHYKLCCXY:5:2204:14255:3893,
176 chr18:70327923|70336140	chr18	70327923	70336140	3	0_1_2	4	0.600	intergenic_region	n/a	+	E00500:175:HHYKLCCXY:5:2115:4817:35643,E00500:175:HHYKLCCXY:5:2207:24616:24901,E00500:175:HHYKLCCXY:5:2223:24809:19434,
